19,16,2,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,3,13,10,6,11,17,15,8,1,5,13,10,6,5,15,1,8,17,11,13,10,6,9,4,7,13,10,6,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,17,15,1,8,5,13,10,6,5,15,1,8,17,11,13,10,6,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,7,4,3,13,10,6,17,15,8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,9,4,7,3,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,2,12,18,14,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,17,15,8,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,12,18,14,0,9,4,7,3,13,10,6,17,15,8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,17,15,8,5,13,10,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,17,15,8,15,8,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,5,13,10,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,18,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,14,18,0,9,4,7,3,13,10,6,11,17,15,8,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,14,18,16,19,2,0,9,4,7,3,13,10,6,11,17,15,8,13,10,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,11,17,15,8,5,13,10,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,0,9,4,7,3,13,10,6,17,15,8,5,13,10,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,16,2,12,18,14,12,18,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
