11,16,10,9,0,8,12,15,1,2,8,15,12,11,16,10,1,2,11,16,10,7,4,5,3,13,6,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,7,3,4,13,5,6,14,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,0,8,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,1,2,8,15,12,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,1,2,8,15,12,11,10,16,1,2,11,16,10,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,2,8,15,12,11,16,10,7,3,4,13,5,6,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,8,15,12,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,8,15,12,7,3,4,13,5,6,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,7,3,4,5,13,6,9,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,1,2,8,15,12,5,4,7,3,13,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,1,2,8,15,12,11,16,10,1,7,3,4,13,5,6,9,14,0,-1,-1,-1,-1,-1,-1
11,16,10,9,0,8,15,12,14,1,2,8,15,12,11,16,10,9,11,16,10,14,0,9,7,3,4,5,13,6,14,-1,-1
11,16,10,9,0,8,15,12,1,2,7,3,4,13,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,15,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
