40,10,19,28,3,18,31,7,27,33,34,38,24,45,30,1,30,15,2,21,23,14,-1,-1,-1,-1
40,9,19,28,18,34,33,24,45,15,43,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,18,33,34,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,40,20,12,3,18,32,33,34,1,30,5,2,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,12,32,20,6,3,18,27,7,33,34,24,45,15,5,30,1,2,29,23,-1,-1,-1,-1,-1
3,20,18,34,33,38,24,45,15,26,41,7,27,23,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,26,7,34,33,38,24,45,30,1,2,29,21,23,-1,-1,-1,-1,-1,-1,-1
40,14,19,28,17,32,18,41,21,33,24,45,30,1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,33,34,45,24,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,11,8,34,33,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,18,41,33,34,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,19,28,32,18,34,33,24,45,15,1,30,2,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,18,15,2,45,24,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
40,14,19,28,12,32,3,20,18,34,33,24,45,15,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,3,18,33,34,30,1,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,28,18,33,24,15,5,30,1,6,3,20,2,12,34,33,21,23,-1,-1,-1,-1,-1,-1,-1,-1
40,19,28,12,32,3,20,23,33,34,24,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
14,40,18,41,27,7,33,34,24,45,15,1,30,2,21,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
